1.0905 	WARNING 	pyo audio lib was requested but not loaded: dlopen(/Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so, 2): Library not loaded: @executable_path/../Frameworks/liblo.7.dylib
106.8781 	DATA 	Mouse: wheel shift=(0,0), pos=(465,466)
106.9603 	DATA 	Mouse: wheel shift=(0,0), pos=(465,466)
106.9763 	DATA 	Mouse: wheel shift=(0,0), pos=(465,466)
110.5618 	EXP 	stim_image_1: autoDraw = False
110.5618 	EXP 	text_7: autoDraw = False
110.5618 	EXP 	stim_image_1: autoDraw = False
110.5618 	EXP 	text_7: autoDraw = False
110.5618 	EXP 	stim_image_2: image = u'pencil.jpg'
110.5618 	EXP 	stim_image_2: autoDraw = True
110.5618 	EXP 	text_breath: autoDraw = True
111.7646 	DATA 	Mouse: Left button down, pos=(506,466)
111.8453 	DATA 	Mouse:  Left button up, pos=(506,466)
113.8147 	DATA 	Keypress: e
113.8473 	EXP 	stim_image_2: autoDraw = False
113.8473 	EXP 	text_breath: autoDraw = False
113.8473 	EXP 	stim_image_3: image = u'pencil.jpg'
113.8473 	EXP 	stim_image_3: autoDraw = True
113.8473 	EXP 	text_5: autoDraw = True
118.8323 	EXP 	stim_image_3: autoDraw = False
118.8323 	EXP 	text_5: autoDraw = False
118.8323 	EXP 	text_6: autoDraw = True
119.8002 	DATA 	Keypress: 4
119.8160 	EXP 	text_6: autoDraw = False
119.8160 	EXP 	text_feedback_2: text = '1'
119.8160 	EXP 	text_feedback_1: autoDraw = True
119.8160 	EXP 	text_feedback_2: autoDraw = True
121.5842 	DATA 	Keypress: escape
